Source,Year,Series,Target,Value
Greece,2010,Major trading partner 3 (% of imports),China,5.7
Greece,2015,Major trading partner 3 (% of imports),China,6
Greece,2020,Major trading partner 3 (% of imports),China,7.7
Greenland,2010,Major trading partner 1 (% of exports),Denmark,89.2
Greenland,2015,Major trading partner 1 (% of exports),Denmark,79.1
Greenland,2020,Major trading partner 1 (% of exports),Denmark,85.3
Greenland,2010,Major trading partner 1 (% of imports),Denmark,57.7
Greenland,2015,Major trading partner 1 (% of imports),Denmark,63.7
Greenland,2020,Major trading partner 1 (% of imports),Denmark,54.2
Greenland,2010,Major trading partner 2 (% of exports),Areas nes,2.2
Greenland,2015,Major trading partner 2 (% of exports),Areas nes,6.2
Greenland,2020,Major trading partner 2 (% of exports),Areas nes,7.7
Greenland,2010,Major trading partner 2 (% of imports),Sweden,21.6
Greenland,2015,Major trading partner 2 (% of imports),Sweden,15.6
Greenland,2020,Major trading partner 2 (% of imports),Sweden,17.1
Greenland,2020,Major trading partner 3 (% of exports),Latvia,3.7
Greenland,2010,Major trading partner 3 (% of imports),Spain,0.2
Greenland,2015,Major trading partner 3 (% of imports),Spain,0.2
Greenland,2020,Major trading partner 3 (% of imports),Spain,11.5
Grenada,2020,Major trading partner 1 (% of exports),Areas nes,49
Grenada,2010,Major trading partner 1 (% of imports),United States,31.9
Grenada,2015,Major trading partner 1 (% of imports),United States,35.5
Grenada,2020,Major trading partner 1 (% of imports),United States,38.9
Grenada,2010,Major trading partner 2 (% of exports),United States,24.5
Grenada,2015,Major trading partner 2 (% of exports),United States,22.7
Grenada,2020,Major trading partner 2 (% of exports),United States,17.5
Grenada,2010,Major trading partner 2 (% of imports),Trinidad and Tobago,25.2
Grenada,2015,Major trading partner 2 (% of imports),Trinidad and Tobago,21.3
Grenada,2020,Major trading partner 2 (% of imports),Trinidad and Tobago,19.5
Grenada,2010,Major trading partner 3 (% of exports),Trinidad and Tobago,1
Grenada,2015,Major trading partner 3 (% of exports),Trinidad and Tobago,2.9
Grenada,2020,Major trading partner 3 (% of exports),Trinidad and Tobago,7.9
Grenada,2010,Major trading partner 3 (% of imports),Cayman Islands,0
Grenada,2020,Major trading partner 3 (% of imports),Cayman Islands,6.7
Guatemala,2010,Major trading partner 1 (% of exports),United States,38.8
Guatemala,2015,Major trading partner 1 (% of exports),United States,35
Guatemala,2020,Major trading partner 1 (% of exports),United States,32.3
Guatemala,2010,Major trading partner 1 (% of imports),United States,37.1
Guatemala,2015,Major trading partner 1 (% of imports),United States,37.1
Guatemala,2020,Major trading partner 1 (% of imports),United States,34.6
Guatemala,2010,Major trading partner 2 (% of exports),El Salvador,11.7
Guatemala,2015,Major trading partner 2 (% of exports),El Salvador,11.6
Guatemala,2020,Major trading partner 2 (% of exports),El Salvador,11.3
Guatemala,2010,Major trading partner 2 (% of imports),China,7.1
Guatemala,2015,Major trading partner 2 (% of imports),China,10.6
Guatemala,2020,Major trading partner 2 (% of imports),China,12.4
Guatemala,2010,Major trading partner 3 (% of exports),Honduras,8.3
Guatemala,2015,Major trading partner 3 (% of exports),Honduras,8.5
Guatemala,2020,Major trading partner 3 (% of exports),Honduras,8.7
Guatemala,2010,Major trading partner 3 (% of imports),Mexico,11.2
Guatemala,2015,Major trading partner 3 (% of imports),Mexico,11.6
Guatemala,2020,Major trading partner 3 (% of imports),Mexico,11.7
Guinea,2010,Major trading partner 1 (% of exports),China,2.6
Guinea,2015,Major trading partner 1 (% of exports),China,1.8
Guinea,2020,Major trading partner 1 (% of exports),China,34.5
Guinea,2010,Major trading partner 1 (% of imports),China,19.7
Guinea,2015,Major trading partner 1 (% of imports),China,14.9
Guinea,2020,Major trading partner 1 (% of imports),China,40.3
Guinea,2010,Major trading partner 2 (% of exports),United Arab Emirates,2.2
Guinea,2015,Major trading partner 2 (% of exports),United Arab Emirates,9.9
Guinea,2020,Major trading partner 2 (% of exports),United Arab Emirates,26.5
Guinea,2010,Major trading partner 2 (% of imports),India,3.7
Guinea,2015,Major trading partner 2 (% of imports),India,10.9
Guinea,2020,Major trading partner 2 (% of imports),India,9.6
Guinea,2010,Major trading partner 3 (% of exports),India,16.8
Guinea,2015,Major trading partner 3 (% of exports),India,16.4
Guinea,2020,Major trading partner 3 (% of exports),India,14
Guinea,2010,Major trading partner 3 (% of imports),United Arab Emirates,2.1
Guinea,2015,Major trading partner 3 (% of imports),United Arab Emirates,6.5
Guinea,2020,Major trading partner 3 (% of imports),United Arab Emirates,4.6
Guinea-Bissau,2010,Major trading partner 1 (% of exports),India,79
Guinea-Bissau,2015,Major trading partner 1 (% of exports),India,67.5
Guinea-Bissau,2020,Major trading partner 1 (% of exports),India,70.4
Guinea-Bissau,2010,Major trading partner 1 (% of imports),Portugal,24.3
Guinea-Bissau,2015,Major trading partner 1 (% of imports),Portugal,27.5
Guinea-Bissau,2020,Major trading partner 1 (% of imports),Portugal,25.9
Guinea-Bissau,2010,Major trading partner 2 (% of exports),Ivory Coast,1.2
Guinea-Bissau,2015,Major trading partner 2 (% of exports),Ivory Coast,0.9
Guinea-Bissau,2020,Major trading partner 2 (% of exports),Ivory Coast,11.4
Guinea-Bissau,2010,Major trading partner 2 (% of imports),Senegal,21.4
Guinea-Bissau,2015,Major trading partner 2 (% of imports),Senegal,22.6
Guinea-Bissau,2020,Major trading partner 2 (% of imports),Senegal,17.6
Guinea-Bissau,2010,Major trading partner 3 (% of exports),Togo,5.1
Guinea-Bissau,2015,Major trading partner 3 (% of exports),Togo,4.7
Guinea-Bissau,2020,Major trading partner 3 (% of exports),Togo,4.3
Guinea-Bissau,2010,Major trading partner 3 (% of imports),China,4
Guinea-Bissau,2015,Major trading partner 3 (% of imports),China,5.9
Guinea-Bissau,2020,Major trading partner 3 (% of imports),China,15.9
Guyana,2010,Major trading partner 1 (% of exports),United States,10.2
Guyana,2015,Major trading partner 1 (% of exports),United States,25.6
Guyana,2020,Major trading partner 1 (% of exports),United States,28.4
Guyana,2010,Major trading partner 1 (% of imports),United States,27.7
Guyana,2015,Major trading partner 1 (% of imports),United States,25.9
Guyana,2020,Major trading partner 1 (% of imports),United States,32.8
Guyana,2010,Major trading partner 2 (% of exports),Canada,39.6
Guyana,2015,Major trading partner 2 (% of exports),Canada,25.7
Guyana,2020,Major trading partner 2 (% of exports),Canada,14.9
Guyana,2010,Major trading partner 2 (% of imports),Portugal,0
Guyana,2015,Major trading partner 2 (% of imports),Portugal,0
Guyana,2020,Major trading partner 2 (% of imports),Portugal,16.5
Guyana,2010,Major trading partner 3 (% of exports),Trinidad and Tobago,3.5
Guyana,2015,Major trading partner 3 (% of exports),Trinidad and Tobago,3.1
Guyana,2020,Major trading partner 3 (% of exports),Trinidad and Tobago,10
Guyana,2010,Major trading partner 3 (% of imports),Trinidad and Tobago,22
Guyana,2015,Major trading partner 3 (% of imports),Trinidad and Tobago,23.2
Guyana,2020,Major trading partner 3 (% of imports),Trinidad and Tobago,11.4
Haiti,2010,Major trading partner 1 (% of exports),United States,81
Haiti,2015,Major trading partner 1 (% of exports),United States,83.2
Haiti,2020,Major trading partner 1 (% of exports),United States,81.2
Haiti,2010,Major trading partner 1 (% of imports),United States,35.2
Haiti,2015,Major trading partner 1 (% of imports),United States,31.4
Haiti,2020,Major trading partner 1 (% of imports),United States,32.9
Haiti,2010,Major trading partner 2 (% of exports),Canada,3.6
Haiti,2015,Major trading partner 2 (% of exports),Canada,2.6
Haiti,2020,Major trading partner 2 (% of exports),Canada,5.2
Haiti,2010,Major trading partner 2 (% of imports),Dominican Rep.,23.3
Haiti,2015,Major trading partner 2 (% of imports),Dominican Rep.,27.9
Haiti,2020,Major trading partner 2 (% of imports),Dominican Rep.,22.5
Haiti,2010,Major trading partner 3 (% of exports),Mexico,2
Haiti,2015,Major trading partner 3 (% of exports),Mexico,1.9
Haiti,2020,Major trading partner 3 (% of exports),Mexico,2.4
Haiti,2010,Major trading partner 3 (% of imports),China,7.4
Haiti,2015,Major trading partner 3 (% of imports),China,12
Haiti,2020,Major trading partner 3 (% of imports),China,16.6
Honduras,2010,Major trading partner 1 (% of exports),United States,38.9
Honduras,2015,Major trading partner 1 (% of exports),United States,44.2
Honduras,2020,Major trading partner 1 (% of exports),United States,33.3
Honduras,2010,Major trading partner 1 (% of imports),United States,38.5
Honduras,2015,Major trading partner 1 (% of imports),United States,35
Honduras,2020,Major trading partner 1 (% of imports),United States,36.2
Honduras,2010,Major trading partner 2 (% of exports),Areas nes,0.1
Honduras,2015,Major trading partner 2 (% of exports),Areas nes,2.1
Honduras,2020,Major trading partner 2 (% of exports),Areas nes,18
Honduras,2010,Major trading partner 2 (% of imports),China,7.7
Honduras,2015,Major trading partner 2 (% of imports),China,15.4
Honduras,2020,Major trading partner 2 (% of imports),China,16.1
Honduras,2010,Major trading partner 3 (% of exports),Germany,7.5
Honduras,2015,Major trading partner 3 (% of exports),Germany,8
Honduras,2020,Major trading partner 3 (% of exports),Germany,6.8
Honduras,2010,Major trading partner 3 (% of imports),Mexico,7.6
Honduras,2015,Major trading partner 3 (% of imports),Mexico,7.3
Honduras,2020,Major trading partner 3 (% of imports),Mexico,7.9
Hungary,2010,Major trading partner 1 (% of exports),Germany,26.2
Hungary,2015,Major trading partner 1 (% of exports),Germany,27.3
Hungary,2020,Major trading partner 1 (% of exports),Germany,28
Hungary,2010,Major trading partner 1 (% of imports),Germany,21.2
Hungary,2015,Major trading partner 1 (% of imports),Germany,26.2
Hungary,2020,Major trading partner 1 (% of imports),Germany,24.8
Hungary,2010,Major trading partner 2 (% of exports),Slovakia,5.1
Hungary,2015,Major trading partner 2 (% of exports),Slovakia,5
Hungary,2020,Major trading partner 2 (% of exports),Slovakia,5.4
Hungary,2010,Major trading partner 2 (% of imports),China,7.1
Hungary,2015,Major trading partner 2 (% of imports),China,5.3
Hungary,2020,Major trading partner 2 (% of imports),China,7.7
Hungary,2010,Major trading partner 3 (% of exports),Italy,5.3
Hungary,2015,Major trading partner 3 (% of exports),Italy,4.7
Hungary,2020,Major trading partner 3 (% of exports),Italy,5.2
Hungary,2010,Major trading partner 3 (% of imports),Austria,5.7
Hungary,2015,Major trading partner 3 (% of imports),Austria,6.6
Hungary,2020,Major trading partner 3 (% of imports),Austria,5.8
Iceland,2010,Major trading partner 1 (% of exports),Netherlands,34
Iceland,2015,Major trading partner 1 (% of exports),Netherlands,26.1
Iceland,2020,Major trading partner 1 (% of exports),Netherlands,20.3
Iceland,2010,Major trading partner 1 (% of imports),Germany,7.5
Iceland,2015,Major trading partner 1 (% of imports),Germany,8.6
Iceland,2020,Major trading partner 1 (% of imports),Germany,9
Iceland,2010,Major trading partner 2 (% of exports),Spain,4.7
Iceland,2015,Major trading partner 2 (% of exports),Spain,11.5
Iceland,2020,Major trading partner 2 (% of exports),Spain,17.3
Iceland,2010,Major trading partner 2 (% of imports),Norway,9.1
Iceland,2015,Major trading partner 2 (% of imports),Norway,10.1
Iceland,2020,Major trading partner 2 (% of imports),Norway,8.8
Iceland,2010,Major trading partner 3 (% of exports),United Kingdom,10.1
Iceland,2015,Major trading partner 3 (% of exports),United Kingdom,11.6
Iceland,2020,Major trading partner 3 (% of exports),United Kingdom,11.1
Iceland,2010,Major trading partner 3 (% of imports),China,6
Iceland,2015,Major trading partner 3 (% of imports),China,7.8
Iceland,2020,Major trading partner 3 (% of imports),China,8.4
India,2010,Major trading partner 1 (% of exports),United States,11.2
India,2015,Major trading partner 1 (% of exports),United States,15.2
India,2020,Major trading partner 1 (% of exports),United States,17.9
India,2010,Major trading partner 1 (% of imports),China,11.8
India,2015,Major trading partner 1 (% of imports),China,15.5
India,2020,Major trading partner 1 (% of imports),China,16
India,2010,Major trading partner 2 (% of exports),China,7.9
India,2015,Major trading partner 2 (% of exports),China,3.6
India,2020,Major trading partner 2 (% of exports),China,6.9
India,2010,Major trading partner 2 (% of imports),United States,5.5
India,2015,Major trading partner 2 (% of imports),United States,5.9
India,2020,Major trading partner 2 (% of imports),United States,7.2
India,2010,Major trading partner 3 (% of exports),United Arab Emirates,12.3
India,2015,Major trading partner 3 (% of exports),United Arab Emirates,11.3
India,2020,Major trading partner 3 (% of exports),United Arab Emirates,6.5
India,2010,Major trading partner 3 (% of imports),United Arab Emirates,8.8
India,2015,Major trading partner 3 (% of imports),United Arab Emirates,5.2
India,2020,Major trading partner 3 (% of imports),United Arab Emirates,6.5
Indonesia,2010,Major trading partner 1 (% of exports),China,9.9
Indonesia,2015,Major trading partner 1 (% of exports),China,10
Indonesia,2020,Major trading partner 1 (% of exports),China,16.7
Indonesia,2010,Major trading partner 1 (% of imports),China,15.1
Indonesia,2015,Major trading partner 1 (% of imports),China,20.6
Indonesia,2020,Major trading partner 1 (% of imports),China,26.2
Indonesia,2010,Major trading partner 2 (% of exports),United States,9.1
Indonesia,2015,Major trading partner 2 (% of exports),United States,10.8
Indonesia,2020,Major trading partner 2 (% of exports),United States,10.7
Indonesia,2010,Major trading partner 2 (% of imports),Singapore,14.9
Indonesia,2015,Major trading partner 2 (% of imports),Singapore,12.6
Indonesia,2020,Major trading partner 2 (% of imports),Singapore,10.3
Indonesia,2010,Major trading partner 3 (% of exports),Japan,16.3
Indonesia,2015,Major trading partner 3 (% of exports),Japan,12
Indonesia,2020,Major trading partner 3 (% of exports),Japan,9.5
Indonesia,2010,Major trading partner 3 (% of imports),Japan,12.5
Indonesia,2015,Major trading partner 3 (% of imports),Japan,9.3
Indonesia,2020,Major trading partner 3 (% of imports),Japan,9.1
Iran (Islamic Republic of),2010,Major trading partner 1 (% of exports),"Other Asia, nes",43.5
Iran (Islamic Republic of),2015,Major trading partner 1 (% of exports),"Other Asia, nes",42.9
Iran (Islamic Republic of),2020,Major trading partner 1 (% of exports),"Other Asia, nes",43
